CopieBN;CopieCol;DataFine;DataInizio;DescrizioneProdotto;Durata;EccBN;EccCol;NOL_FIN;NOL_INT;NumeroContratto;Proprietario;RagioneSociale;Stato;TotRata;﻿ClienteID;RowID
1500;500;01/10/2029;23/07/2024;XEROX C7125 + FAX  + N.1 HP PROBOOK 440 G10 + OFFICE;60;0.007;0.07;BNP 160;*;A1F41015;fabio;TEKNEMA CONSULTING;aperto;160.00 €;273;472
;;01/07/2030;01/07/2025;"POLYSTUDIO + PC NUC + TV 55"" + CARRELLO PORTA TV + N.2 IPAD WIFI 128GB (GIALLO E ROSA) + RECKSAFE + CENTRALINO P520 YESTAR + N.5 TEL.YEALINK T43U + SWITCH POE 4 PORTE";60;;;GRENKE 115;*;127-43666;fabio;TEKNEMA CONSULTING;aperto;115.00 €;273;473
;;;;N.10 ANTIVIRUS;*;;;;;;fabio;TEKNEMA CONSULTING;aperto;0.00 €;273;474
;*;;;IPAD 8GENERAZIONE;;*;*;*;;;fabio;TEKNEMA CONSULTING;aperto;0.00 €;273;475
1000;1100;01/04/2027;01/04/2022;"EPSON C878 + ASUS NOTEBOOK VIVOBOOK (I7/512GB/15.6""/16GB/SCHEDA GRAFICA 4GB) + OFFICE H&B 2021";60;0.006715;0.067143;IFIS 170;*;;fabio;TEKNOMEDIA;aperto;170.00 €;274;476
*;*;01/10/2027;21/09/2022;HP ZETABOOK POWER G8 + OFFICE H&B 2021;60;*;*;BNP 40;*;;fabio;TEKNOMEDIA;aperto;40.00 €;274;477
*;*;30/04/2029;01/05/2024;"TV 55""";60;*;*;;20;;fabio;TEKNOMEDIA;aperto;20.00 €;274;478
*;*;01/07/2030;15/05/2025;"IMAC 24"" ( 32GB RAM + SSD 2TB)";60;*;*;BNP 55;;A1F93288;fabio;TEKNOMEDIA;aperto;55.00 €;274;479
;*;;;USCITA TECNICA SINGOLA CHIAMATA 60 ORA;;*;*;;;;fabio;TEKNOMEDIA;aperto;0.00 €;274;480
208000 ANNO IN TANDEM;86000 ANNO IN TANDEM;31/12/2026;29/12/2021;N.7 EPSON C879 (DI CUI 1 MULETTO + N.1 TO) + N.8 EPSON C529 + N.2 C5290 IN OMAGGIO;60;0.0065;0.068;HP 1050;400;;fabio;TELELOMBARDIA MEDIAPASON SPA;aperto;1450.00 €;275;481
120000 ANNO;12000 ANNO;01/10/2026;01/10/2021;N.5 EPSON C579;60;0.007;0.07;IFIS 270;*;767223;fabio;TUBI ITALFLEX;aperto;270.00 €;277;482
0 TANDEM CONTRATTO PRECEDENTE;;01/05/2028;03/05/2023;"SISTEMA PER VIDEOCONFERENZE POLYCOM + TV LG 65""";60;0.007;0.07;IFIS 100;*;;fabio;TUBI ITALFLEX;aperto;100.00 €;277;483
1 TANDEM CONTRATTO PRECEDENTE;;01/08/2028;07/08/2023;N2 EPSON c579;60;0.007;0.07;IFIS 80;*;;fabio;TUBI ITALFLEX;aperto;80.00 €;277;484
1 TANDEM CONTRATTO PRECEDENTE;;01/10/2028;19/09/2023;N2 EPSON c579;60;0.007;0.07;IFIS 80;*;;fabio;TUBI ITALFLEX;aperto;80.00 €;277;485
40000 ANNO TANDEM;1500 ANNO TANDEM;01/06/2029;01/06/2024;EPSON ENTERPRISE C20750 + N.3 EPSON M5899 + REMARKABLE 2 CON PENNINO E CUSTODIA;60;0.007;0.07;IFIS 305;*;;fabio;TUBI ITALFLEX;aperto;305.00 €;277;486
IN TANDEM;IN TANDEM;01/06/2029;18/05/2024;"EPSON M5899 + HP PC 290 G9 SFF + MONITOR 27""";60;0.007;0.07;IFIS 60;*;;fabio;TUBI ITALFLEX;aperto;60.00 €;277;487
;;01/07/2030;20/06/2025;"HP PROBOOK 460 G11 +N.2 LENOVO TINK CENTRE NEO 50A G5 27""";60;;;IFIS 60;*;14245277;fabio;TUBI ITALFLEX;aperto;60.00 €;277;488
120000 ANNO;12000 ANNO;01/07/2030;01/07/2025;N.6 EPSON EM- C800 (DI CUI 1 INSERITA IN DDT IFIS MA NON CONSEGNATA);60;0.007;0.07;IFIS 300;*;14244622;fabio;TUBI ITALFLEX;aperto;300.00 €;277;489
;;01/04/2029;01/04/2024;HP SERVER PROLIANT ML350 G11 + WINDOWS SERVER STD 2022 + 5 CALL + ANTIVIRUS + UPS 1500 BA + NAS SYNOLOGY DS224 PLUS + 2 HD 6TB + FIREWALL UBIQUITY + SWITCH UBIQUITY;60;;;GRENKE 235;;;fabio;VANIGLIA SRL;aperto;235.00 €;280;490
;;;;RIFACIMENTO SITO EX NOVO;;;;;;;fabio;VELATRANS SRL;aperto;0.00 €;282;491
*;*;;01/10/2023;aumento a 5gb su casella mail amministrazione@velatrans.it;;*;*;;50 ANNO;;fabio;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);aperto;0.00 €;283;492
*;*;01/04/2029;08/03/2024;SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM GREY;60;*;*;BNP 30;;;fabio;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);aperto;30.00 €;283;493
*;*;01/07/2029;23/05/2024;"IMAC 24"" (SILVER 16GB SSD 512GB ) + ESTENSIONE + N.2 SSD ESTERNI 1TB";60;*;*;BNP 45;;;fabio;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);aperto;45.00 €;283;494
*;*;01/01/2030;18/10/2024;IPHONE 16 PRO MAX 256GB TITANIO SABBIA + RECSAFE;60;*;*;BNP 40;;A1F51472;fabio;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);aperto;40.00 €;283;495
*;*;01/01/2030;19/11/2024;GALAXY ZFLIP 6 256GB;60;*;*;BNP 40;;A1F61839;fabio;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);aperto;40.00 €;283;496
*;*;01/03/2030;10/02/2025;IPHONE 16 PRO MAX 256GB + REC SAFE;60;*;*;IFIS 40;;14222222;fabio;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);aperto;40.00 €;283;497
;0.015666;01/07/2027;01/07/2022;EPSON C878 + APPLE IMAC + ESTENSIONE (MATERIALE NUOVO) + PC HP400 ALL IN ONE + 2 OFFICE (USATO VECCHIO CONTRATTO) + EPSON C869 (USATA VECCHIO CONTRATTO);60;1000;200;GRENKE 230;;;fabio;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);aperto;230.00 €;283;498
;*;01/07/2026;24/05/2021;N.2 IPHONE 12 PRO GRAFITE 128 GB  + 1 APPLE CARE ( in fattura Bnp) al cliente si consegna : 1 IPHONE 12 PRO 128 GB + ESTENSIONE + IPHONE 12 PRO MAX 256;60;*;*;BNP 45;;;fabio;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);aperto;45.00 €;283;499
;*;01/04/2028;17/02/2023;N.2 IPHONE 14 PRO MAX 128GB + N.2 APPLE WATCH ULTRA + SAMSUNG ZFLIP 4;60;*;*;BNP 160;;;fabio;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);aperto;160.00 €;283;500
;*;;01/11/2020;DOMINIO VELATRANS;;*;*;;;;fabio;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);aperto;0.00 €;283;501
;;01/07/2027;20/06/2022;CENTRALINO YAESTAR P550 + LICENZA LINKUSS 5Y;60;;;BNP 70;*;;fabio;VIDEORIGHTS;aperto;70.00 €;286;502
1500;500;01/07/2027;10/06/2022;C7025 V_S;60;0.008393;0.083929;BNP 140;*;;fabio;VIDEORIGHTS;aperto;140.00 €;286;503
;;;01/04/2022;DELL + OFFICE H&B + BORSA + CUSTODIA;36 NOLEGGIO INTERNO GIA' EMESSA FATTURA VENDITA;;;;24,50 / mese;;fabio;VIDEORIGHTS;aperto;90.00 €;286;504
TANDEM;TANDEM;01/10/2027;12/09/2023;EPSON C579 + 1 CASSETTO + SOFTWARE EPA GRATUITO (NOSTRO PC);48;0.006;0.06;BNP 55;;;fabio;VILLA ARBE SRL;aperto;55.00 €;287;505
TANDEM 4000;TANDEM 1000;28/02/2027;01/03/2025;N.4 EPSON C579 USATE + 5 STAND;24;0.006;0.06;;124.58;;fabio;VILLA ARBE SRL;aperto;12458.00 €;287;506
;;01/10/2027;15/09/2022;CENTRALINO YEASTAR P550 + 10 TEL T43U + TEL T46U + CORDLESS C550 + SWITCH;60;;;IFIS 90;;;fabio;VITA AL TOP;aperto;90.00 €;288;507
;;31/10/2027;01/11/2022;N.5 TELEFONI YEASTAR T43U + RIFACIMENTO PRESE TELEFONICHE;60;;;;20;;fabio;VITA AL TOP;aperto;20.00 €;288;508
;;;01/10/2020;CONTRATTO DI MANUTENZIONE TELEFONIA;;;;;500;;fabio;VITA AL TOP;aperto;500.00 €;288;509
6000;1500;01/09/2030;01/09/2025;EPSON EM-C8100 + EM-C800;60;0.006;0.06;IFIS 199;;14252693;fabio;VITA AL TOP;aperto;199.00 €;288;510
400;900;01/01/2026;21/10/2020;EPSON WF C529;60;0.007834;0.078333;BNP 52;*;;fabio;Verniciatura Moderna Srl;aperto;52.00 €;289;511
1000;400;01/04/2027;01/04/2022;EPSON C579;60;0.006715;0.067143;GRENKE 55;*;;fabio;Verniciatura Moderna Srl;aperto;55.00 €;289;512
5000;400;01/04/2029;11/03/2024;EPSON ENTERPRISE AM-C4000 + 2 CASSETTI + FINITORE PER PIEGA AC;60;0.006;0.06;BNP 180;*;;fabio;Verniciatura Moderna Srl;aperto;180.00 €;289;513
5000;0;28/02/2030;01/03/2025;epson entrerprise WF-C17590;60;0.006;0.06;;;60;fabio;ZITO ANTONIO;aperto;60.00 €;293;514
;*;;;forniamo toner;;*;*;;;;fabio;carlo & Camilla;aperto;0.00 €;294;515
10000;2000;31/08/2026;01/09/2021;EPSON C 878;60ESI;0.00655;0.06551;*;243.8;;fabio;GRAND HOTEL SITEA  (seat);aperto;2438.00 €;296;516
11000;200;01/04/2030;28/01/2025;EPSON C878 + C800 DOPPIO CASSETTO;60;0.006;0.06;BNP 300;*;A1F75433;fabio;GRAND HOTEL SITEA  (seat);aperto;300.00 €;296;517
300;130;01/07/2028;16/06/2023;AUMENTO COPIE;;0.01;0.073899;INTERNO;;;gabriele;3MEDICAL POLISPECIALISTICO SRL;aperto;9.00 €;5;518
4000;*;01/07/2027;01/07/2022;EPSON C878 + MAC BOOK PRO + OFFICE + ESTENSIONE + (SI LASCIA COLORQUBE 8870 USATA);60;0.01;0.06;GRENKE;*;;gabriele;ADOBER S.n.c.;aperto;225.00 €;9;519
*;*;01/07/2024;29/10/2018;2 PC+ 4 MONITOR+ OFFICE;60;*;*;BNP;*;;gabriele;ADOBER S.n.c.;aperto;79.00 €;9;520
*;*;01/04/2029;23/02/2024;"2 PC HP 290 G9 + 4 MONITOR SAMSUNG 24""+ 2 OFFICE 2021 + HP NOTEBOOK 250 G9 OMAGGIO";60;*;*;BNP;*;;gabriele;ADOBER S.n.c.;aperto;79.00 €;9;521
*;*;01/07/2023;29/11/2019;N.2 IPHONE 11 PRO;36;*;*;BNP;*;;gabriele;ADOBER S.n.c.;aperto;66.00 €;9;522
*;*;;;WEBCAM TRUST CON MICROFONO;*;*;*;VENDITA;*;;gabriele;ADOBER S.n.c.;aperto;150.00 €;9;523
5000;*;01/01/2025;01/01/2020;C579;60;0.01;0.06;GRENKE;*;;gabriele;AEMME ASSEMBLY Srl;aperto;51.00 €;10;524
3000 TANDEM;0;01/01/2029;14/12/2023;EPSON C 579;60;0.01;0.07;BNP;*;;gabriele;AEMME ASSEMBLY Srl;aperto;45.00 €;10;525
5000 IN TANDEM;0;01/01/2030;15/11/2024;EPSON C579 DOPPIO CASSETTO;60;0.01;0.07;BNP;*;A1F60448;gabriele;AEMME ASSEMBLY Srl;aperto;51.00 €;10;526
60000 ANNO;800 ANNO;01/10/2028;25/09/2023;EPSON C878;60;0.01;0.06;IFIS;*;;gabriele;ALMASERVICE SRL;aperto;80.00 €;13;527
2000;400;01/05/2030;01/05/2025;N.2 EPSON EM-C800;60M;0.01;0.06;IFIS;*;14233122;gabriele;ALUDELTA METALLI Srl;aperto;85.00 €;14;528
*;*;01/01/2025;20/10/2020;"HP NOTEBOOK PAVILLON 15"" + N.2 SAMSUNG GALAXY S20 + N.1 SAMSUNG GALAXY S20 PLUS + N.1 SAMSUNG GALAXY TABLET";48;*;*;BNP;*;;gabriele;ANISPI;aperto;123.00 €;15;529
1000;0;01/01/2026;20/10/2020;N.2 EPSON C579 + TV SAMSUNG + MCBOOK PRO + ACER PC ALL IN ONE + SAMSUN GALAXY S20 + IPHONE 11 + IPHONE 12 PRO + N.2 OFFICE;60;0.01;0.05;BNP;*;;gabriele;ANISPI;aperto;209.00 €;15;530
1000;500;01/07/2029;22/05/2024;EPSON C878;60;0.01;0.05;BNP;*;;gabriele;APE SRL;aperto;80.00 €;16;531
*;*;01/10/2022;29/09/2017;NOTEBOOK  430 + ESTENSIONE GARANZIA;60;*;*;GRENKE;*;;gabriele;API Srl;aperto;35.00 €;17;532
*;*;01/01/2023;21/12/2017;GALAXY S8 PLUS;60;*;*;GRENKE;*;;gabriele;API Srl;aperto;20.00 €;17;533
*;*;01/03/2024;07/02/2019;ELITE BOOK X 360 + PEN - RISCATTATO CLIENTE;60;*;*;IFIS;*;;gabriele;API Srl;aperto;42.00 €;17;534
*;*;01/01/2024;21/11/2018;HP PROBOOK 430 G5, SAMSUNG GALAXY S9 64 GB, APPLE I PHON X 64 GB - RISCATTATO CLIENTE;60;*;*;GRENKE;*;;gabriele;API Srl;aperto;72.00 €;17;535
*;*;01/07/2024;27/05/2019;APPLE IPAD 60 GB;60;*;*;GRENKE;*;;gabriele;API Srl;aperto;18.00 €;17;536
*;*;01/10/2026;27/07/2021;HP ZBOOK CREATE G7;60;*;*;BNP;*;A1D08366;gabriele;API Srl;aperto;47.00 €;17;537
*;*;01/10/2026;23/08/2021;HP ZBOOK CREATE G7 SSD 1TB;60;*;*;BNP;*;A1D06819;gabriele;API Srl;aperto;42.00 €;17;538
*;*;01/10/2027;08/07/2022;NOTEBOOK LENOVO THINKPAD T15 G2;60;*;*;BNP;*;A1D81861;gabriele;API Srl;aperto;68.00 €;17;539
350;150;01/10/2028;25/07/2023;EPSON C878;60;0.01;0.06;BNP;*;A1E61079;gabriele;API Srl;aperto;65.00 €;17;540
;;01/10/2026;30/08/2023;WORKSTATION MSI STEALTH 17 STUDIO + ESTENSIONE 12 MESI;36;;;BNP;*;A1E64898;gabriele;API Srl;aperto;105.00 €;17;541
500;100;01/11/2029;01/11/2024;EPSON WF - C579;60;0.01;0.05;IFIS;*;14198911;gabriele;ARREDAMENTI ZANARDI SRL;aperto;39.00 €;18;542
2300;0;01/07/2030;01/07/2025;EPSON C878;60;0.01;0.05486;GRENKE;*;127-43245;gabriele;AUTOALBERGA SRL;aperto;62.00 €;21;543
100;100;01/05/2026;01/05/2021;EPSON C579;60;0.01;0.07;IFIS;*;;gabriele;AVVOCATO QUADRI;aperto;230.00 €;23;544
4000;150;01/01/2030;05/12/2024;EPSON C579 + SI LASCIA C579 VECCHIO CONTRATTO;60;0.01;0.06;BNP;*;A1F65509;gabriele;BELLINVIA SRL;aperto;70.00 €;27;545
*;*;01/10/2025;09/09/2020;NOTEBOOK HP 430 G7 + OFFICE;60;*;*;BNP;*;A1C22545;gabriele;BCOM BUSINESS COMMUNICATIONS SRL;aperto;25.00 €;30;546
300;200;01/04/2026;25/02/2021;EPSON C579;60;0.01;0.05;BNP;*;A1C64877;gabriele;BCOM BUSINESS COMMUNICATIONS SRL;aperto;65.00 €;30;547
400;50;01/04/2021;16/02/2016;Workcentre 6605V_DNM Metered;60;0.01;0.09;GRENKE;*;;gabriele;BIG GYM;aperto;49.00 €;31;548
800;200;01/01/2022;14/12/2016;Workcentre 6605V_DNM Metered;60;0.01;0.09;GRENKE 42,00;17;;gabriele;BIG GYM;aperto;59.00 €;31;549
800;100;01/04/2029;01/04/2024;EPSON C579 DOPPIO CASSETTO;60;0.01;0.06;IFIS;*;;gabriele;BRAMBILLA FAUSTO;aperto;49.00 €;33;550
2000;100;01/04/2028;07/03/2023;EPSON C878 + N.3 NOTEBOOK HP 250 G9 (DI CUI 1 I7) - (DESKTOP 400 G5 +  LAPTOP 250 G7 VECCHIO CONTRATTO);60;0.01;0.06;BNP;*;;gabriele;BRITISH INSTITUTES LANGUAGE CENTRE;aperto;185.00 €;34;551
1500;200;01/01/2029;29/12/2023;XEROX C7125;60;0.01;0.09;IFIS;*;;gabriele;CAIANI SAS;aperto;100.00 €;37;552
1000;100;01/07/2026;27/05/2021;EPSON C579;60;0.01;0.06;BNP;*;;gabriele;CAIANI SAS;aperto;37.00 €;37;553
*;*;01/08/2027;26/07/2024;IPHONE 15 PRO BLACK 256GB + IPHONE 15 BLU 256GB + N.2 RECSAFE;36;*;*;BNP;*;A1F41490;gabriele;CARSESSA SRL;aperto;97.00 €;39;554
300;300;01/11/2029;01/11/2024;EPSON C579;60;0.01;0.05;IFIS;*;14188321;gabriele;CDC CERNUSCO SRL;aperto;40.00 €;40;555
1000;300;01/04/2027;01/04/2022;EPSON C579;60;0.01;0.06;IFIS 50;*;;gabriele;CENTRO PSICHE E SOMA;aperto;50.00 €;41;556
9000 TANDEM CON C579 ALTRO CONTRATTO;3000 TANDEM CONTRATTO C579;01/08/2028;01/08/2023;EPSON C879 + N.3 EPSON C878 + N. 2 C579 (1 DOPPIO CASSETTO) + N.10 EPSON M5299;60;0.01;0.05;IFIS;*;14095687;gabriele;CIBAS Srl;aperto;800.00 €;44;557
2000;500;30/11/2022;01/11/2017;EPSON 5690;60;0.01;0.05;IFIS;*;;gabriele;CIBAS Srl;aperto;90.00 €;44;558
7000;2000;01/02/2024;16/01/2019;N. 4 C869 - tandem con epson c579;60;0.01;0.05;IFIS;*;;gabriele;CIBAS Srl;aperto;390.00 €;44;559
3000;500;01/03/2027;01/03/2022;N.2 EPSON C579 + 1 CASSETTO AGGIUNTIVO;60;0.01;0.05;IFIS;*;;gabriele;CIBAS Srl;aperto;150.00 €;44;560
*;*;31/03/2023;01/04/2020;N.2 IPHONE PRO 64GB (NERO + SILVER);36;*;*;*;70;;gabriele;CHI SI AMA CI SEGUA;aperto;70.00 €;47;561
*;*;30/06/2023;01/07/2020;APPLE WATCH SERIE 5;36;*;*;*;20;;gabriele;CHI SI AMA CI SEGUA;aperto;20.00 €;47;562
40000 ANNUO;16000 ANNO;01/10/2027;01/10/2022;EPSON C878 + N.2 C579;60;0.01;0.07;GRENKE;*;;gabriele;CLOUDTEL Srl;aperto;190.00 €;48;563
COPIE IN TANDEM;COPIE IN TANDEM;01/10/2027;01/10/2022;EPSON C579;60;0.01;0.07;GRENKE;*;;gabriele;CLOUDTEL Srl;aperto;25.00 €;48;564
*;*;01/01/2022;01/12/2016;WORKCENTRE 7225 + PS 3;60;0.01;0.05662;GRENKE 60,00;*;;gabriele;DEF SRL;aperto;60.00 €;57;565
0;0;31/12/2022;01/01/2022;WORKCENTRE 7225 + PS 3;ANNUALE CON RINNOVO;0.01;0.059769;VENDITA  460,00 + ASSISTENZA MENSILE 10,00;*;;gabriele;DEF SRL;aperto;1119.00 €;57;566
*;*;01/07/2024;03/05/2019;"APPLE IMAC 27"" RETINA 5K";60;*;*;GRENKE 55,00;*;;gabriele;DEF SRL;aperto;55.00 €;57;567
*;*;01/03/2024;24/02/2021;MAC MINI + IPHONE 12 128 GB + GALAXY S21 5G - RISCATTATO CLIENTE;36;*;*;IFIS 80,00;*;;gabriele;DEF SRL;aperto;80.00 €;57;568
1000;100;31/12/2025;01/01/2022;PC HP I5 + NOTEBOOK ACER I5 + XEROX 7225 (USATO)15/12/2022 SOSTITUITA XEROX CON INEO+258 (USATA) + N.2 OFFICE + N.2 CASELLA MAIL GAPPS;48;0.01;0.848;*;90.1;;gabriele;DE.MO ABITARE DI REGANO MONIA;aperto;901.00 €;58;569
;;;01/06/2024;CASELLA MAIL GAPPS AGGIUNTIVA (monica@demoabitare.it);;;;INTERNO;84,00 anno;;gabriele;DE.MO ABITARE DI REGANO MONIA;aperto;0.00 €;58;570
;;01/07/2029;10/05/2024;HP NOTEBOOK 250 G9 + OFFICE;60;;;BNP;23;;gabriele;DE.MO ABITARE DI REGANO MONIA;aperto;0.00 €;58;571
*;*;31/01/2023;01/02/2022;CONTRATTO DI ASSISTENZA TECNICA;RINNOVO AUTOMATICO;*;*;*;350;;gabriele;DIORAMA;aperto;350.00 €;60;572
1000;200;01/10/2027;01/10/2022;EPSON C878;60;0.01;0.06;GRENKE;;;gabriele;DNP IMMOBILIARE;aperto;57.00 €;65;573
;;01/04/2025;11/03/2020;PIANTANA CON DISPENSER + GEL + GUANTI;60;;;VENDITA;;;gabriele;DOMA SERVIZI SRLS;aperto;0.00 €;66;574
50000 ANNO;0;01/01/2030;16/12/2024;EPSON C878 (SI RITIRA IN DATA 20/02/2025) CONSEGNATA C20750;60;0.01;0.06;BNP 75,00;25,00 INTERNO;A1F62842;gabriele;DOMA SERVIZI SRLS;aperto;100.00 €;66;575
;;31/03/2027;01/04/2022;NOTEBOOK ACER EXTENSA 15 + OFFICE + CANON SCANNER DR-C230;60;;;INTERNO;;;gabriele;ASS.TERR.UNSIC - CINISELLO BALSAMO MI-138 (DOMA SERVIZI SRLS);aperto;40.00 €;67;576
;;30/11/2028;01/12/2023;"HP PC 400 G9 + MONITOR 27"" + OFFICE + PANDA";60;;;INTERNO;;;gabriele;ASS.TERR.UNSIC - CINISELLO BALSAMO MI-138 (DOMA SERVIZI SRLS);aperto;30.00 €;67;577
;;31/03/2030;01/04/2025;"HP PC 400 G9 + MONITOR 27"" + OFFICE + PANDA + SCANNER CANON DR C-230 ( X CASA)";60;;;INTERNO;;;gabriele;ASS.TERR.UNSIC - CINISELLO BALSAMO MI-138 (DOMA SERVIZI SRLS);aperto;38.00 €;67;578
*;*;01/10/2026;06/07/2021;HP NOTEBOOK 250 G8 + ESTENSIONE 36 MESI;60;*;*;BNP;*;;gabriele;DOTT.  ALDO BARONCINI;aperto;20.00 €;68;579
*;*;01/01/2027;01/01/2022;ACER NOTEBOOK ASPIRE 3 + OFFICE + PANDA ANTIVIRUS OMAGGIO SOLO 1 ANNO;60;*;*;GRENKE;*;;gabriele;DOTT.  ALDO BARONCINI;aperto;20.00 €;68;580
*;*;01/10/2025;24/07/2020;CENTRALINO VOIP + N.2 TELEFONI IP VOIP + N.2 ALIMENTATORI + N.5 CORDLESS;60;*;*;BNP;*;;gabriele;DOTTOR SORRISO ONLUS;aperto;59.00 €;70;581
*;*;01/07/2027;10/06/2022;CENTRALINO YEASTAR S50 + 2 SCHEDE +APP LINKUS 5Y + (N.2 TELEFONI IP VOIP + N.5 CORDLESS VECCHIO NOLEGGIO);60;*;*;BNP;*;;gabriele;DOTTOR SORRISO ONLUS;aperto;69.00 €;70;582
*;*;01/01/2028;25/10/2022;HP 800G6 AIO + OFFICE + ANTIVIRUS (SOLO 1 ANNO);60;*;*;BNP;*;;gabriele;DREAMS HOUSE SRLS;aperto;28.00 €;71;583
*;*;;;"TV SAMSUNG 50"" + STAFFE + CAVO + ARMADIO RACK";;*;*;VENDITA SETTEMBRE 2024;*;;gabriele;DREAMS HOUSE SRLS;aperto;0.00 €;71;584
1000;100;01/10/2029;01/10/2024;EPSON 878 + NAS QNAP ( USATO VECCHIO CONTRATTO);60;0.01;0.07;GRENKE;;;gabriele;EXPLORER SRLS;aperto;95.00 €;74;585
250 TANDEM;0;01/01/2030;01/01/2025;EPSON C579;60;0.01;0.07;GRENKE;;;gabriele;EXPLORER SRLS;aperto;30.00 €;74;586
;*;;01/01/2024;CONTRATTO DI ASSISTENZA PAGE PACK SU XEROX 7025 RISCATTATA DAL CLIENTE;12;0.01;0.08;;*;;gabriele;D'EMILIANI GEOM. MARCO;aperto;102.00 €;75;587
3500;500;01/02/2030;31/12/2024;EPSON C878 + SERVER EPA;60;0.01;0.06;IFIS;*;14204502;gabriele;POWER ME Srl;aperto;127.00 €;76;588
;;01/01/2030;19/12/2024;HP ELITEBOOK 630 G11 + ESTENSIONE + HP ELITE X360 830 G11 TOUCH + ESTENSIONE + N.2 OFFICE H&B 2024 + UANIA BOX + ROUTER LTE + LICENZIA UANIA X5Y;60;;;IFIS;*;14208869;gabriele;POWER ME Srl;aperto;115.00 €;76;589
;;01/04/2030;22/01/2025;N.3 SCRIVANIE + N.3 CASSETTIERE;60;;;BNP;*;A1F72716;gabriele;POWER ME Srl;aperto;33.00 €;76;590
40000 ANNUE;340 ANNUE;01/11/2022;01/11/2018;INTEGRAZIONE COPIE;;0.01;0.11;*;2.1;;gabriele;ESSEPI Srl;aperto;21.00 €;85;591
40000 ANNUE;500 ANNUE;01/05/2027;01/05/2022;EPSON C878;60;0.01;0.11;IFIS;*;;gabriele;ESSEPI Srl;aperto;100.00 €;85;592
IN TANDEM C878;IN TANDEM C878;01/05/2027;01/03/2023;EPSON WORKFORCE R5690;36;0.01;0.11;INTERNO;14.78;;gabriele;ESSEPI Srl;aperto;1478.00 €;85;593
1500;200;01/04/2027;08/03/2023;xerox c505 + C7025 USATA;48;0.01;0.11;BNP;*;;gabriele;ESSE ERRE ESSE;aperto;150.00 €;86;594
3000;0;31/03/2028;14/03/2023;EPSON C878;60;0.01;0.05;IFIS;*;;gabriele;EXTRASERVIZI AZIENDALI SRL;aperto;72.00 €;87;595
5000;0;;01/03/2022;EPSON C878;60;0.01;0.05;BNP;*;;gabriele;EXTRASERVIZI AZIENDALI SRL;aperto;95.00 €;87;596
4000;1500;01/07/2027;01/07/2022;EPSON ENTERPRICE C20750 + EPSON C878;60;0.01;0.07;IFIS;*;;gabriele;FIERRE;aperto;349.00 €;88;597
IN TANDEM CONTRATTO PREC.;TANDEM CONTRATTO PREC.;01/10/2028;19/09/2023;EPSON ENTERPRICE AM-C4000 + STAND;60;0.01;0.07;IFIS;*;;gabriele;FIERRE;aperto;129.00 €;88;598
*;*;01/04/2030;01/04/2025;CENTRALINO YEASTAR + N. 3 TELEFONI;60;*;*;GRENKE;*;12742801;gabriele;FRANCO CORRADI SAS;aperto;45.00 €;90;599
550;50;01/10/2028;26/09/2023;EPSON C878;60;0.01;0.06;BNP;*;;gabriele;STUDIO FERRARIO Srl;aperto;57.00 €;91;600
1500;200;01/04/2030;24/02/2025;EPSON C878 4 CASSETTI;60;0.01;0.06;BNP;*;A1F77486;gabriele;FITLAND SRL;aperto;75.00 €;93;601
500;200;01/04/2029;26/03/2024;EPSON C579 DOPPIO CASSETTO;60;0.01;0.05;BNP;*;;gabriele;FIRSTNET;aperto;40.00 €;94;602
1200;800;01/12/2027;01/09/2022;EPSON C879;60;0.01;0.08;IFIS;*;;gabriele;GENERAL IMPIANTI SNC;aperto;125.00 €;97;603
50000 ANNUE;1500 ANNUE;01/07/2027;01/07/2022;EPSON C878;60;0.01;0.08;IFIS;*;;gabriele;GIERRE GOMMA Srl;aperto;130.00 €;102;604
*;*;01/07/2027;20/06/2022;"N.4 PC HP (i7/8/512) + N.4 MONITOR 23,8"" MM + N. 4 OFFICE + N. 4 PANDA + NAS 2 DISCHI 2TB";60;*;*;BNP;*;;gabriele;GMT & T S.R.L.;aperto;130.00 €;103;605
1500;0;01/01/2030;16/10/2024;EPSON EM-C800;60;0.01;0.07;BNP;*;A1F52259;gabriele;GMT & T S.R.L.;aperto;45.00 €;103;606
;;01/07/2030;16/04/2025;"HP PC 290 G9 + MONITOR 24"" MM + OFFICE + PANDA";60;;;BNP;*;A1F92477;gabriele;GMT & T S.R.L.;aperto;27.00 €;103;607
