CAP;Cell;Citta;Email;IBAN;Indirizzo;NoteCliente;PartitaIVA;PersonaRiferimento;Proprietario;ProssimaVisita;ProssimoRecall;RagioneSociale;SDI;TMK;Telefono;UltimaVisita;UltimoRecall;﻿ClienteID;RowID
22046;;Merone;"amministrazione1@carusofasteners.it;acquisti@carusofasteners.it";;10/12 Via delle Gallarane;CLIENTE PASSATO DA TORINO ---18/7 TUTTO OK---15/11/19 parlo con lei molto simpatica contenta del servizio... propongo tutti i servizi.---17/6/20 tutto ok---5/11/20 non e piu erminia il referente... chi mi risponde mi dice che hanno un sacco di problemi. Di richiamre tra 15 gg x vedere com'e la situazione---17/12/20 auguri...non sanno ancora chi sara il referente.dice a gennaio ---29/7/21 saluti---2/11/21 contattati per intervento---21/4/22 saluti tutto ok ---6/5/22 cerco luana  per app non puo sono presissimi per le fiere---1/8/22 saluti---22/12/22 auguri---28/7/23 b.v.---9/1/24 saluti--11/4/24 CERCO APP --29/7/24 b.v.--- 19/12/24 b.n.---16/1/25 parlo con la sig.ra laura che mi dice che sono presissimi che non se ne occupa il sig. caruso direttamente di macchinari. comunque riprovare sett. prx--28/2/25 parlo nuovamente con laura per app. sett. prox sono ad una fiera riprovare la successiva.---14/3/25 luana non lavora piu li ora riferirsi a lorella maggi---29/4/25 parlo con lorella... dice di riprovare a meta mese---17/6/25 parlo con lorella dice che non ha tempo... di sentirci prer settembre;;sig. caruso(titolare)andrea maggioni(uff. acqu)--lorella maggi;fabio;;;CARUSO FASTENERS SRL (Fixi Lombardia Srl);;;313333486;19/09/2025;12/09/2025;55;55
27018;;VIDIGULFO;a.elia@caselia.it;;VIA MARCONI 14;19/10/21 IN VISITA---11/7/22 in visita*---1/8/23 b.v.28/9/23 in visita---11/1/24 saluti---23/7/24 in visita---19/12/24 b.n.---30/7/25 N.R. X B.V.;1791540188;SIG.ARTURO ELIA(ludovica);fabio;;;CASELIA - STUDIO VIDIGULFO 99 SAS DI ELIA ARTURO &C;;;382696462;23/07/2024;30/07/2025;56;56
20025;;LEGNANO;"studio.gca@alice.it;Serenella Sergi <s.sergi@cassanisergi.com>";;3 VIA SAN FRANCESCO DASSISI;11/2018 tutto ok---30/5/19 non risponde---8/7/19 non lo trovo.---11/7/19 non lo trovo . manu pero lo raggiunge via mail x contatori ... i pagamenti sono regolari--18/7 N.R.---24/7/19 N.R.---28/10 n.r.11/11/19 CHIAMA LUI PER RIORDINO TONER---11/12/19 telefona per chiedere un monitor a noleggio. 13/12/19 non si trova monitor li sto cercando per avvisare.17/12 mandata offerta---5/20 n.r. 28/7tutto ok  n.r.6/11/20 n.r.15/12/20 n.r. ---17/12/20 n.r.--- il 18/1/21 ci scrive per richiesta toner e uscita tecnica... 11/2/21 chiamo per saluti , ha ancora problemi sulla stampante. chiama lei i tecnici---27/5/21 cerco app n.r.---7/9/21 cerco app. n.r.---25/6/21 n.r.---21/7 n.r.29/7/21 n.r.---11/10/21 HANNO CAMBIATO N PRESO APP---11/4/22 11/4/22 auguri saluti tutto ok--- 29/7/22 buone ferie---20/12/22 auguri--18/1-18/1/23 chiamo per chiedere cosa desiderano fare con scadenza minitor 1/4 17. mi dice che valuta. fabio mi dice di non mandare offerta di sentirlo sottoscdenza che gli fa offerta simbolica--- lasciato al cliente monitor---28/7/23 b.v.---21/12/23 AUGURI--27/3/24 saluti---26/7/24---3/12/24 in visita b.v.---29/7/25 B.V.;;CASSANI;fabio;;;CASSANI & SERGI ARCHITETTI ASSOCIATI;;;0331/538939 CASSANI 3426446101 SERGI 3489137770;20/01/2025;29/07/2025;57;57
26012;;CASTELLEONE;castelleone@studiocasa.it;;VIA CROTTI 6/A;15/02/2024 chiamo oer saluti, fanno presente che al mattino per accendere la stampante deve muovere la presa attaccata alla macchina, tutto il resto ok - 26/07/2024 chiamo per saluti e buone vacanze - 7/11/2024 provo a chiamare ma non risponde nessuno - 7/11/2024 Rosanna e in ospedale per un piccolo intervento, parlo con il titolare, sono contenti della stampante, e sono per ora a posto con tutto il resto - 18/12/2024 parlo con Rosanna, per gli auguri di natale, ringrazia e ricambia - 13/03/2025 visita di cortesia;1125860195;SIG.RA ROSANNA;fabio;;;CASTELLEONE CASA 86 SAS;SU9YNJA;;37457366;25/10/2023;15/02/2024;58;58
10043;;ORBASSANO;amministrazione@csta-sicurezza.it;;STRADA TORINO 43;*;;SIG.RA MARGHERITA TROVATI;fabio;;;CENTRO SERVIZI TECNICO AMBIENTALI SRL;;;112073952;11/03/2024;;59;59
20078;;SAN COLOMBANO AL LAMBRO;info@cesari.mi.it;;STRADA COMUNALE PER CAMPAGNA 35;15/02/2024 chiamo per un saluto e per proporre altri dispositivi parlo con la Dallera - 29/04/2024 visita di cortesia - 26/07/2024 chiamo per saluti e buone vacanze - 7/11/2024 parlo con la Dallera, stampante tutto ok, per ora sono a posto cin tutto, ma se hanno necessita ci contattano sicuramente - 18/12/2024 auguri di natale apprezzati - 16/04/2025 visita di cortesia - maggio 2025 gli diamo una AMC 6000 in prova il 17/06/2025 fabio va per fare il punto;4879010157;SIG.RA ROSA DALLERA - GEOM.SIMONA RICCI;fabio;;;CESARI SRL;J6URRTW;;371897386;29/04/2024;15/02/2024;60;60
24127;;Bergamo;monica.albricci@cetaspa.com;;Via Grumello 47/49;Chiesto modifica copie contratto a Fabio non chiamare ---18/5/21 cerco app per fabio n.r.   nuovo responsabile acquisti Sig.ra Fossi Gloria(prima parlava con monica albricci)--- 24/11/21 parlo con gloria dice che e tutto in mano a monica di richiamare---29/7/22 saluti buone vacanze---20/12/22 auguri--14/7/23 APP---21/12 AUGURI---27/3/24 saluti --26/7/24 b.v.---21/3/25 monica mi comunica che se ne occupa gloria---29/7/25 B.V.;;sig.ra gloria (SIG.RA MONICA ALBRICCI) (int. 586);fabio;;;CETA SPA;;;354548511;21/06/2025;29/07/2025;61;61
28887;;Omegna;info@chemicalgroup.net;;3 Via Odino Pietra;*;2501540039;SIG.RA GISELLA;fabio;;;CHEMICAL GROUP SRL;;;32361611;;;62;62
20139;;MILANO;amministrazione@chrysalisweb.it;;6 Via Serio;11/2018 tutto ok messe in pagamento fatture aperte---9/5/19 in visita-- 17/12/19 auguri27/7 fabio va a parlamentare per un po di problemi.25/9/20 in visita---15/12/20 la cerco per biglietto mancante , chima fabio...29/7/21 saluti---5/10/21 cambio scdenza ctr x sospensione covid---15/10/21 app---4/3/22 app---29/7/22 buone vacanze--22/9/22 cerco app---20/12/22 auguri---20/6/23 in visita---21/12/23 AUGURI ---28/3/24 mando offerta di riscatto ctr ifis 543575 e mailx disdetta---24/6/24 in visita---17/12/24  b.n.   30/7/25 B.V.;;SIG.RA LORENA FERRARI;fabio;;;CHRYSALIS S.R.L COMUNICATION;;;258430422 - LORENA 3486049899;21/03/2025;30/07/2025;63;63
21020;;CASCIAGO;m.molteni@cilaver.it;;VIA GIUSEPPE POZZI 33;Scrivi qui le tue note...;3745570121;SIG.MAURIZIO MOLTENI;fabio;;;CILAVER SRL;E4X9PNC;;3321691913;;;64;64
20057;;ASSAGO;tiziano.balacchi@cip4.com;;VIA IDIOMI 6;*;3250160151;SIG.TIZIANO BALACCHI;fabio;;;CIP 4 SRL;X46AXNR;;248869372;14/03/2022;;65;65
20862;;ARCORE;VENDITE@ADAUTOMOBILI.COM;;VIA MONTE ROSA 2;vedi ad automobili;12692150969;SIG.ANTONELLO DE RITO;fabio;;;CITY GARAGE SRL;SUBM70N;;396064241;;;66;66
27015;;LANDRIANO;info@classservice.it;;VIA E.LUSSU 15;26/07/2023 chiamata di cortesia, hanno avuto problemi perche la macchina si e scollagata, non trasmetteva l'MPS, hanno chiamato il tecnico lunedi, adesso ancora scollagata forse per temporale, ma loro tranquilli - 11/09/2023 visitato tutto ok - 04/10/2023 Fabio va in visita e vende 2 pc - 06/03/2024 chiamo per saluto tutto ok---24/6 in contatto con fabio. nuovo ordine ARIANNA NON LAVORA PIU' LI' - 26/07/2024 chiamo per saluti e buone vacanze - 4/10/2024 visita per PC - 18/12/2024 auguri di natale apprezzati;3364470983;POGGI GIANPAOLO - SIG.RA MARA;fabio;;;CLASS SERVICE SRL;BA6ET11;;38266305;04/10/2023;24/06/2024;67;67
20123;;MILANO;amministrazione@clusteradv.it;;VIA GONZAGA 7;11/2018 tutto ok - febbraio 2019 presi accordi per compensare loro fattura n.331 del 30/11/2018 di  326.32---gennaio 19 in visita--27/6/19 michel afaioni non lavora piu in cluster---28/10/19 visitato il 24 con andrea---17/12/19 auguri---6/20 in visita---20/10/20 in visita---17/12/20 auguri---15/3/21 fabio in visita---29/7/21 saluti--4/11/21 n.r.---11/4/22 saluti auguri tutto ok---29/7/22 buone vacanze---22/9/22 cerca app---20/12/22 n.r. 2/5/23 mandata mail sollecito indicazioni su come vuole procedere con i contratti---22/11/23 FABIO DICE DI NON FARE NULLA---27/12/23 rimando offerta di riscatto per ctr n 526126 workforce 869 a 200. abbiamo verificato con claudia il contratto si e automaticamente rinnovato quindi scade 1/11/24 e non piu 23 manu deve madare mail x disdetta ifis. fa caludia. mando offerta riscatto anche per ctr a1a94540 per iphone xs 64 gb a  50,00. non deve mandare disdetta e gia a posto.---9/1/24 claudia gestisce chiusure e riscatti;;alberto zanni(tu);fabio;;;CLUSTER;;;02 93901330;;;68;68
23899;;ROBBIATE;col.mec@libero.it;;VIA NOVARINO 6;26/07/2024 chiamo per saluti e buone vacanze - 7/11/2024 lui impegnato, richiamo la settimana px - 18/12/2024 auguri di natale apprezzati;2217460134;SIG.MASSIMILIANO ORNAGHI;fabio;;;COLMEC SRL;A4707H7;;399281512;25/06/2024;;69;69
;;;;;;*;;;fabio;;;COMPUTER DESIGN SRL;;;;;;70;70
20016;;PERO;enzadiprima@conmed.com;;VIA FIGINO 39/A;*;;SIG.RA ENZA;fabio;;;CONMED ITALIA SRL;;;;;;71;71
26013;;CREMA;matteo.delfini@conseagroup.com;;VICOLO SEMINARIO 8;10/11/2022 sopralluogo di fabio e Andrea presso Consea di Crema e Settala, arrendo bollette telefoniche via mail - primi di maggio ricordato a fabio di chiamare Delfini - luglio 2023 lo sento per organizzare consegne - 03/05/2024 visita di cortesia - 26/07/2024 Delfini non c'e parlo con la segretatria per saluti e buone vacanze - 19/12/2024 auguri di natale apprezzati;2930000969;SIG.MATTEO DELFINI;fabio;;;CONSEA SRL;M5UXCR1;;37385041;03/05/2024;26/07/2024;72;72
;;PINEROLO(TO);"info@ecodelchisone.it; AREATECNICA@ECODELCHISONE.IT ; segreteria2@ecodelchisone.it";;VIALE I MAGGIO 7/9 ZONA PORPORATA;RISENTIRCI QUESTA SETTIMANA. CHIAMARE DOMANI POMERIGGIO. APPUNTAMENTO ANDATO BENE ADESSO MAURIZIO GLI FA UN OFFERTA PER UNA STAMPANTE NUOVA. 10/05: fare offerta per xerox a3 ed epson a3 a SETTEMBRE 2018.  10/12 MI HA DETTO CHE ERA GIA' PASSATO---29/10/20 il sig. Sarzano era occupato ne parlava  e rich. 15/06/21 richiamare giovedi pomeriggio per sentire se e disponibile app. 18/06/21 richiamare non ha avuto tempo di parlare con il titolare  07/07/21 il titolare non ce rich. la pross. sett. 01/09/21 oggi non ce lo trovo da domani  13/09/21 aprino dalle ore 15  05/11/21 il collega era occupato rich. lunedi  22/11/21 era occupato ric. venerdi 26,11,21  26/11/21 app. 03/12/21 ore 9---11/5/22 INIZIO NOTE GIULIA chiamo per prendere app per fabio ma e molto preso per le prossime 2 settimane ... dice a giugno10/6/22 cerco app non c'e---1/7/22 parlo con lui molto gentile ma non puo... la prossima volta---20/12/22 auguri---5/5/23 tento app.8/5/23 preso app---12/7/23 dice di richiamare a fine mese---15/1/24 saluti.---29/7/24 b.v.---17/12/24 b.n.---30/7/25;;SIG. SARZANO;fabio;;;COOPERATIVA CULTURA E COMUNICAZIONI SOCIALI - ECO DEL CHISONE;;;0121 392711;;;73;73
20030;;SENAGO;;;VIA PETRARCA 42;*;;SIG. ALESSANDRO;fabio;;;COSI COM ERA;;;02/99813236;;;74;74
20881;;BERNAREGGIO;info@cristinabonfanti.com;;VIA EMILIA 8;19/12/21 saluti auguri (impiegata) - 27/06/2022 chiamata per saluti, dice che su una macchina non riesce a fare la scansione, riporto ai tecnici 15/6/22 saluti - 20/12/2022 parlo con Ambrogio per auguri di natale, contento ricambia anche a fabio - 28/03/2023 visita cortesia - 28/07/2023 chiamata per buone vacanze - 27/03/2024 chiamo passa Fabio  per saluto mertedi 2/4/2024 - 26/04/2024 parlo con Ambrogio per saluti e buone vacanze, apprezza molto - 18/12/2024 auguri di natale ringrazia e ricambia;;SIG.RA CRISTINA BONFANTI - SIG.AMBROGIO BONFANTI;fabio;;;CRISTINA BONFANTI SRL;;;396902686;02/04/2024;27/03/2024;75;75
20861;;Brugherio;calorservicesrls@libero.it;;VIA MONZA 90;Agar e presente solo lunedi. mercoledi e venerdi mattina - visita 12/12/2018 ---31/5/19 dice che e in contatto con fabio per una futura collaborazione.25/6/19 visita---21/11/19 parlo con un collaboratore dice tutto ok ---31/1/20 parlo con il papa---20/10/20 non c'e---6/11/20 parlano con manu che vorrebbero abbattere i costi. manu prende app.---11/2/21 richiamre domani---29/7/21 saluti---29/10/21 parlo con agar tutto ok--29/4/22 contattati per problema tecnico--20/12/22 auguri--marzo 23 fabio app.---21/12/23 CHIAMO PER AUGURI NON RISPONDONO---9/1/24 mi ripsonde agar...---18/1/24 tento app non puo---26/7/24 saluti---17/12/24 n.r---21/1/25 mi chiama per problemi fusore r8. claudia ordina 13/3/25 n.r cerco app--- 29/7/25 n.r.15/10/25 parlo con dennis che mi dice che hanno delle cose piu urgenti da gestire e per ora e in standby;;SIG.RA AGAR Dennis;fabio;;;Calorservices Srl;T9K4ZHO;;392873445;;15/10/2025;76;76
27100;;Pavia;amministrazioni@studiotarrini.it;;VIALE PARTIGIANI 86;*;;TARRINI;fabio;;;Comitato Pavese Anaci Servizi;;;38220303;;;77;77
20871;;Vimercate;patrizia@consuldata.it;;Piazza Unita d'Italia 3/C;"gennaio 2019 tutto ok Hanno avuto problemi ad inizio anno con la macchina che sporcava con righe di toner ""ruvide"" ma adesso tutto ok--3/4/19 fabio all'appuntamento e dice che abbiamo acquisito una soceta che tratta centralini.16/9/19 telefonata di saluti. tutto ok---5/20 in visita---9/9/20in vistita---15/12 auguri---29/4/21 n.r.---patrizia segnala una qualita di scatmpa molto bassa--29/7/21 saluti---29/10/21 tutto ok--11/4/22 saluti auguri tutto ok---29/7/22 buone vacanze---20/12/22 n.r.---17/2/23 app---28/7/23 b.v.21/12/23 AUGURI---17/1/24 chiamo per app--24/4/24 app.26/7/24 b.v---17/12/24 b.n---4/2/25 app--30/7/25";;DOTT.PANZERI (patrizia);fabio;;;Consulting Data Sas;;;396853908;13/02/2025;30/07/2025;78;78
20063;;Cernusco Sul Naviglio;info@demart.it;;Strada Padana Sup. 73;13/3/19 tutto ok---9/7/19 ok----17/12/19 ---19/5/20 tutto ok---19/10/20 tutto ok---15/12/20 hanno cambiato capannone ... attendiamo mail con nuovo indirizzo... chiede supporto tecnico per collegare pc... ci chiama quando le hanno installato laline internet--- indirizzo cambia da n 14 a 73--- 29/4/21 chiamata per saluti le passo il reparto tecnico per scollegamento nas---29/7/21 n.r.28/10/21 app---12/4/22 dice che era d'accordo di vedersi con fabio messo promemoria in click up---21/12/22 auguri--30/5/23 prteso app saluti---9/1/24 tutto ok buon anno---29/7/24 b.v.---17/12 b.n.---13/3/25 app---30/7/25 N.R.;;SIG.RA DEMARCHI;fabio;;;DEMART di Loredana De Marchi;;;289653860;17/03/2025;30/07/2025;79;79
20149;;MILANO;massimo.masperi.78@gmail.com;;VIA DOMENICHINO 40;27/6/23 n.r.28/7/23 saluti b.v. impiegata dice se voglio di richiamare e chiedere del sig. baffoni---9/1/24 saluti a baffoni tutto ok---n.r.---17/12/24 B.N.--20/6/25 CERCO APP;7845010961;SIG.MASSIMO MASPERI;fabio;;;DENTAL DAM SRL;KRRH6B9;;297830745;;20/06/2025;80;80
26013;;CREMA;csc.ingegneria@gmail.com;;VIA MATILDE DI CANOSSA 4 (CONSEGNATO PIAZZALE DELLE RIMEMBRANZE 19);20/12/2022 tramite bettinelli faccio auguri di natale - 20/04/2023 visita di cortesia a Bettinelli - fine luglio 2024 mando proposta d'ordine per rinnovo antivirus confermata - 2/10/2024 visita di fabio - 3/10/2024 mando offerta per pc + performante (ma costa troppo) e per backup - 19/12/2024 auguri di natale;;ING.RUINI;fabio;;;DOTT.ING.CRISTIAN RUINI;;;3478349820;01/10/2024;20/04/2023;81;81
20036;;DAIRAGO;dottolgiati@libero.it;;VIA DELLA CIRCONVALLAZIONE 46;11/04/2022 chiamo per saluti e auguri di Pasqua, ma lei non c'e - 20/12/2022 la chiamo per li auguri di natale, lei viene apposta al telefono per ringraziarmi, tutto bene e contenta del servizio e del fatto che pensiamo noi a tutto - 12/01/2023 visita di Fabio per un PC portatile - 28/07/2023 lascio detto alla segretaria (lei sempre impegnata) saluti pre estivi e a settembre ci sentiamo per visita di cortesia - 05/03/2024 fissata visita di cortesia per domani - 26/07/2024 chiamo per saluti e buone vacanze apprezza tantissimo - 18/12/2024 parlo con la segretaria per auguri di natale apprezzati;;DOTT.SSA OLGIATI;fabio;;;DOTTORESSA MARIA OLGIATI;;;331431444;03/06/2024;05/03/2024;82;82
20090;;BUCCINASCO;luigina.piccolo@drylocktecnology.com;;VIA DELLE AZALEE 13;9/11/18 mi richiama (g)13/11/18 richiama(g)---18/9/19 si rinnova annualmente ---29/4/21 cerco app con la turchi... mi dicono di mandare mail---22/7 22/7/22 parlo con la sig. piccolo che dice che chiede al sig. bianchini ... pero aggiunge che non ha molto valore questo incontro perche decidono ogni cosa dal belgio (Ken) senza passare dal direttore. 27/6/23... nonmi passano nessuno---28/7/23 parlo con la piccolo.b.v.mi dice di scrivere a laura.ardito@drylocktecnology.com x chiedere app con l'ing. bianchini  -- 15/1/24 ---29/7/24 non sanno chi passarmi;;luigina piccolo (impiegata);fabio;;;DRYLOCK;;;02/45390000;;17/12/2024;83;83
21100;;Varese;amministrazione@duegicar.com;;Viale Belforte 45,;Scrivi qui le tue note...;3459370122;Sig. Giuseppe, Sig. Gianangelo;fabio;;;DUEGI CAR SRL;X2PH38J;;0332336017 - Guidali gianangelo 3492887546 giuseppe 3478243515;;;84;84
20090;;BUCCINASCO;edilduerr@gmail.com;;VIA EVANGELISTA TORRICELLI 2;1/3/22 inizio ctr---1/8/22 sig omar (il padre)si occupa della machhine---21/12/22 auguri---22/5/23 PARLO CON OMAR TENTO APP. DICE DI CHIAMRE PRIMA DI PASSARE---9/1/24  saluti tutto ok---29/7/24 n.r.---17/12/24 B.N.;;SIG.CARLO RIBAUDO---omar ribaud;fabio;;;EDIL 2R DI CARLO RIBAUDO;;;3515967370 omar-3335692554 -;;;85;85
20089;;ROZZANO - VIDIGULFO;edilsettantadue@gmail.com;;VIA DELLE PETUNIE 7;29/07/2024 b.v.---17/12/24 N.R.;12605800965;SIG.SOCOL CANAJ - SIG.RA MARIA;fabio;;;EDIL72 SRL;W7YVJK9;;3519230372;;17/12/2024;86;86
20081;;Abbiategrasso;"purchasing@efesto.eu; Piercarlo Zappa <pc.zappa@efesto.eu>;rzappa@efesto.eu";;Via Cagnola 65;11/2018 riprovato piu volte a chiedere un appuntamento ma sempre impegnato - richiamera lui---29/3/19 niente da fare---9/5 9introvabile---mandata offerta per disdetta contratto---20/11 discute con fabio telefonicamente--30/6/20-il videoproiettore ha chiuso contratto e fatto offerta di vendita.---6/11/20 chiamo per saluti tutto ok. ---17/12 auguri ok--- aprile 21 ---lo cerco da un po' introvabile ---29/7/21 saluti---4/11/21 saluti (impiegata)---12/4/22  n.r.15/4/22 n.r.---1/8/22 buone vacanze(impiagata)---7/12/22 mi fa sapere x app.---21/12/22 auguri e sollecito app.---16/2/23 chiedo app via mail 1/6/23 zappa non c'e parlo con impiegata riferira richiesta pp.27/6/23  --- 28/7/23 b.v. chiedo per app... sono presi---9/1/24 parlo con impiegata tutto ok. luui non c'e mai---19/3/24 TENTO APP NIENTE DA FARE---29/7/24 n.r.---8/10/24 cerco app. mi dovrebbero richiamare---8/11/24 parlo con impiegata non sa....17/12/24 N.R.---30/7/25  N.R.;;SIG.ZAPPA;fabio;;;EFESTO SRL;;;294965920;15/01/2025;30/07/2025;87;87
20080;;ALBAIRATE;;;VIA SAN FRANCESCO 16;Scrivi qui le tue note...;;SIG.SPATUZZI;fabio;;;EFFEELLE SRLS (LUIGI SPATUZZI);;;3475476039;;;88;88
20090;;Buccinasco;"corsi@ellecistudio.com;SORIENTE@ELLECISTUDIO.COM";;Via Resistenza 121/B;gennaio 2019 prendere appuntamento ---luglio 19 visita---nov 19 contratti--- in contatto con Fabio per presentare nuovo cliente(la chiesetta)---31/7/20parlo con la sig.ra corsi ed e tutto ok saluti estivi!!30/9/20 ---firma contratti---17/12/20 auguri+ bigliettoNuova societa intestata al figlio ---19/2/19 visitato---23/7 app 7/7/21 in visita---1/8/22 saluti---21/12/22 n.r.---9/1/24  a dicembre 23 in visita---28/3/24 passa contatto a fabio---29/7/24 b.v.---23/9/24 IN VISITA---18/12/24 b.n.;;SIG.RA CORSI;fabio;;;ELLECI SRL;;;245713924;;;89;89
;;COLLEGNO(TO);amministrazione2@energybruciatori.com;;CORSO PASTRENGO 40;19/02/21 chiamato x centralino mi ha chiesto se potevamo mandare un email con qualche depliant per centralino 22/02/21 mandata email x centralino 13/05/21 parlato con anna e mi ha chiesto se era possibile fare una video conferenza perche le interessava parlare per il centralino voleva informazioni  rich. lunedi 15/06/21 come e andata....... 25/06/21 vuole rivedere i prezzi e i dati del contratto anche se la scadenza e lontana pero in questo momento sono molto presi richiamare verso meta settembre in poi 03/09/21 N.R.  13/09/21 sono ancora molto presi e poi la sig.ra con cui bisogna parlare deve fare un piccolo intervento, mi ha richiesto se era possibile fare una videochiamata e le ho detto di si comunque richiamare oltre la meta di ottobre ---24/5/22 NOTE GIULIA. cerco appa per fabio... lei non puo vorrebbe appuntamento telefonico. mi dice di chiamre stt. prossima---1/7/22 non c'e---24/11/22 malata---21/12/22 auguri + ci dobbiamo sentire a meta gennaio per il discorso iniziato con fabio---2/2/23 tento app. ma dice che non hanno tempo e chel'offerta lasciata a dicembre non hanno tempo di valutarla--10/5/23 n.r.---15/5/23 tento app. non possono perche sono molto presi... molto gentile dice che l'offerta di fabio e interessante e devono solo il tempo di prenderla in esame. 5/6/23 TENTO APP NON POSSONO---15/1/24  PARLO CON andretta ...tutto bene.29/7/24 n.r.17/12/24 SALUTI B.N.;;sig.ra anna andretta _ nuovo referente (SIG. BIFARONE ROCCO)- daniele carelli8;fabio;;;ENERGY BRUCIATORI INDUSTRIALI SRL;;;011 403 1362 - 011 19441507(diretto andretta);09/11/2022;17/12/2024;90;90
20123;;MILANO;g.pellegrino@glasford.it;;VIA AMEDEI 8 - PALAZZO RECALCATI;"10/12 l'ho contattata per sapere se voleva valutare pc e centralini. Dice centralino non interessa pc con il nuovo anno.(g)---8/7/19 ci chiama per avere offerta pc... mandata ... oggi richiamo e dice che c'rano dei pc da riscattare... fabio non sa nulla. Dice che qualsiasi cosa va bene.---18/7/19 CERACATA UN PAIO DI VOLTE... OGGI RISPONDE DICENDO CHE L'AMMINISTRATORE NON HA LE IDEE CHIARE CHE CI CHIAMONO LORO.---16/9/19 telefonata di saluti. chiede mail riepilogativa su come gestire i consumabili e gli interventi tecnici... fabio dice di non mandarla---17/12 auguri29/7/20 saluti--20/10/20 tutto bene.--- 9/12/20 non riceve fabio perche sono in smart gia fatti auguri--18/2/21 APP---29/7/21 saluti---28/10/21 saluti---21/4/22 saluti tutto ok---1/7/22 contratto nuovo---21/12/22 AUGURI, mi comunica che  ci sara un nuovo referente: givanna pellegrino 26/5/23 parlo con la pellegrino che mi comunica che cambieranno indirizzo dopo il 10 giugno...manu dice che era arrivata mail---21/9/23 app---9/1/24 n.r.---15/1/24 PROVO CELL PELLEGRINO. N.R.---28/3/24 provo cell colombo n.r.---29/7/24 b.v. silvia---19/12/24 b.n.---6/2/25 app--- ORA SI CHIAMA ""ERA HOLDING""";11931790965;SIG.RA SILVIA COLOMBO, giovanna pellegrino 375 6164345;fabio;;;ERA HOLDING SRL (GLASFORD);USAL8PV;;348/7097268--375/6164345;17/02/2025;06/02/2025;91;91
